taxvaluedollarcnt,bathroomcnt,bedroomcnt,garagecarcnt,poolcnt,garagetotalsqft,roomcnt,unitcnt,yearbuilt,taxamount,calculatedfinishedsquarefeet,DollarPerSquareFeet,latitude,longitude
38114.0,1.0,2.0,2.0,0.0,420.0,4.0,0.0,1944.0,3825.98,778.0,48.98971722365039,33.845078,-117.923554
125763.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1990.0,1483.65,1560.0,80.61730769230769,34.464616,-117.759175
305000.0,2.0,3.0,2.0,0.0,0.0,6.0,0.0,1974.0,3564.1,1051.0,290.1998097050428,34.281559,-118.728642
2158711.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1922.0,30742.95,1951.0,1106.463864684777,34.166567,-118.414395
737713.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1974.0,8967.06,1657.0,445.21001810500906,34.0521,-118.475
410000.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1929.0,5180.72,1838.0,223.06855277475518,33.973929,-118.317331
57482.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1955.0,1170.67,1274.0,45.119309262166404,33.940128,-118.082967
243262.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1939.0,2991.23,1452.0,167.53581267217632,33.73397,-118.295145
274939.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1955.0,3308.42,1300.0,211.49153846153845,33.858511,-118.338152
440242.0,2.5,3.0,2.0,0.0,444.0,6.0,0.0,1973.0,4472.26,1270.0,346.6472440944882,33.462186,-117.652578
787536.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1999.0,9578.8,1853.0,425.0059363194819,33.9846,-118.444
747652.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1964.0,9134.12,1536.0,486.7526041666667,34.101012,-118.273286
144279.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1937.0,1820.52,1949.0,74.0271934325295,34.099885,-118.276205
894300.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1912.0,10272.28,1532.0,583.7467362924282,34.136364,-118.163541
63442.0,2.0,4.0,2.0,0.0,458.0,7.0,0.0,1963.0,6889.24,1512.0,41.95899470899471,33.817817,-118.063416
426399.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1974.0,5013.44,1184.0,360.1342905405405,34.1291,-118.153
1119538.0,2.5,3.0,2.0,0.0,498.0,8.0,0.0,1993.0,12410.42,3399.0,329.37275669314505,34.15766,-119.222973
245597.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1914.0,3286.35,1654.0,148.48669891172915,33.994226,-118.314335
276923.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1987.0,4056.5,1067.0,259.53420805998127,34.4137,-118.549
57328.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1951.0,6654.84,1654.0,34.6602176541717,33.960169,-118.132646
225842.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1964.0,8343.73,1432.0,157.7108938547486,33.854687,-118.25702
42955.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1945.0,568.68,982.0,43.74236252545825,34.0199,-118.364
427445.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1928.0,5290.55,1611.0,265.3289882060832,34.009229,-118.320741
226160.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1979.0,3410.17,1199.0,188.62385321100916,33.988753,-117.937006
1547000.0,2.5,4.0,2.0,1.0,620.0,0.0,0.0,1992.0,19655.88,3334.0,464.0071985602879,33.689447,-118.010627
81147.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1955.0,1069.7,1837.0,44.17365269461078,34.239197,-118.499702
191742.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1982.0,2572.12,968.0,198.0805785123967,33.8431,-118.291
260828.0,2.0,3.0,2.0,0.0,400.0,6.0,0.0,1954.0,3079.84,1273.0,204.89238020424196,33.942224,-117.963581
320000.0,1.0,2.0,2.0,0.0,400.0,4.0,0.0,1948.0,4356.72,803.0,398.50560398505604,33.935232,-117.950427
1750667.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1960.0,21783.79,1870.0,936.1855614973261,34.043498,-118.621577
73771.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1953.0,3872.14,978.0,75.43047034764827,34.115598,-117.906426
378000.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1952.0,4639.95,1232.0,306.8181818181818,34.232225,-118.53657
58904.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1948.0,11640.4,903.0,65.23145071982282,33.99721,-118.455366
319585.0,1.0,1.0,1.0,0.0,242.0,5.0,0.0,1964.0,3232.68,1064.0,300.3618421052632,33.439676,-117.638185
631000.0,2.5,4.0,2.0,0.0,474.0,8.0,0.0,1977.0,7516.26,2460.0,256.5040650406504,33.816421,-117.878834
126109.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1949.0,1724.67,1807.0,69.78915329275041,34.136158,-118.180621
452000.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1970.0,5155.85,1224.0,369.281045751634,33.8074,-118.352
1419522.0,3.5,3.0,2.0,0.0,662.0,0.0,0.0,1999.0,15399.7,3448.0,411.6943155452436,33.635528,-117.867462
215889.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1981.0,2639.15,974.0,221.65195071868584,34.2031,-118.502
662986.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,1966.0,8259.92,2445.0,271.159918200409,34.178415,-118.65714
535488.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1910.0,6638.98,504.0,1062.4761904761904,33.849977,-118.387162
765966.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1966.0,9602.77,2005.0,382.0279301745636,34.081441,-118.508262
338314.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1947.0,4145.54,1113.0,303.96585804132974,33.870651,-118.1799
133198.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1987.0,2621.38,1418.0,93.93370944992948,34.565097,-118.036328
123753.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1933.0,1579.03,1622.0,76.29654747225648,34.18876,-118.462222
350108.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1929.0,4417.16,870.0,402.4229885057471,34.102,-118.326
253556.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1950.0,3722.58,925.0,274.1145945945946,33.975363,-118.173479
247021.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1930.0,4582.46,1730.0,142.78670520231213,33.890721,-118.207409
266797.0,2.5,3.0,2.0,0.0,437.0,6.0,0.0,1965.0,3540.24,1320.0,202.1189393939394,33.789151,-117.908091
456104.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1990.0,5214.04,2716.0,167.9322533136966,33.933311,-117.975973
754785.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1953.0,9267.31,895.0,843.3351955307263,33.870138,-118.384783
60233.0,2.0,4.0,1.0,0.0,370.0,8.0,0.0,1955.0,4609.38,1695.0,35.535693215339236,33.738957,-117.89093
323680.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1980.0,4104.98,2061.0,157.04997573993208,34.2535,-118.529
68296.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1920.0,965.04,1760.0,38.804545454545455,34.056954,-118.31782
330279.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1960.0,4206.99,2116.0,156.08648393194707,34.266587,-118.530046
783827.0,3.0,5.0,3.0,0.0,824.0,0.0,0.0,1994.0,9461.0,2886.0,271.5963270963271,33.871511,-117.851438
1759464.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1947.0,21665.59,4752.0,370.25757575757575,34.169984,-118.54866
183536.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1972.0,2515.36,1336.0,137.37724550898204,33.940952,-118.162957
386646.0,2.0,3.0,2.0,0.0,484.0,6.0,0.0,1965.0,4488.78,1428.0,270.76050420168065,34.276056,-118.663279
733897.0,2.5,4.0,3.0,0.0,746.0,0.0,0.0,1989.0,8595.12,3125.0,234.84704,33.79688,-117.76182
319338.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1955.0,4031.99,1651.0,193.42095699576015,34.101781,-117.921275
